Mod:Item:MetaData, Localized Name
minecraft:wooden_door, Wooden Door
minecraft:bucket, Bucket
minecraft:water_bucket, Water Bucket
minecraft:lava_bucket, Lava Bucket
minecraft:minecart, Minecart
minecraft:saddle, Saddle
minecraft:iron_door, Iron Door
minecraft:redstone, Redstone
minecraft:snowball, Snowball
minecraft:boat, Boat
minecraft:leather, Leather
minecraft:milk_bucket, Milk
minecraft:brick, Brick
minecraft:clay_ball, Clay
minecraft:reeds, Sugar Canes
minecraft:paper, Paper
minecraft:book, Book
minecraft:slime_ball, Slimeball
minecraft:chest_minecart, Chest Cart
minecraft:furnace_minecart, Furnace Cart
minecraft:egg, Egg
minecraft:compass, Compass
minecraft:fishing_rod, Fishing Rod
minecraft:clock, Clock
minecraft:glowstone_dust, Glowstone Dust
minecraft:fish:0, Raw Fish
minecraft:fish:1, Raw Salmon
minecraft:fish:2, Clownfish
minecraft:fish:3, Pufferfish
minecraft:cooked_fished:0, Cooked Fish
minecraft:cooked_fished:1, Cooked Salmon
minecraft:dye:0, Ink Sac
minecraft:dye:1, Rose Red
minecraft:dye:2, Cactus Green
minecraft:dye:3, Cocoa Beans
minecraft:dye:4, Lapis Lazuli
minecraft:dye:5, Purple Dye
minecraft:dye:6, Cyan Dye
minecraft:dye:7, Light Gray Dye
minecraft:dye:8, Gray Dye
minecraft:dye:9, Pink Dye
minecraft:dye:10, Lime Dye
minecraft:dye:11, Dandelion Yellow
minecraft:dye:12, Light Blue Dye
minecraft:dye:13, Magenta Dye
minecraft:dye:14, Orange Dye
minecraft:dye:15, Bone Meal
minecraft:bone, Bone
minecraft:sugar, Sugar
minecraft:cake, Cake
minecraft:bed, Bed
minecraft:repeater, Redstone Repeater
minecraft:cookie, Cookie
minecraft:filled_map:0, Map
minecraft:shears, Shears
minecraft:melon, Melon
minecraft:pumpkin_seeds, Pumpkin Seeds
minecraft:melon_seeds, Melon Seeds
minecraft:beef, Raw Beef
minecraft:cooked_beef, Steak
minecraft:chicken, Raw Chicken
minecraft:cooked_chicken, Cooked Chicken
minecraft:rotten_flesh, Rotten Flesh
minecraft:ender_pearl, Ender Pearl
minecraft:blaze_rod, Blaze Rod
minecraft:ghast_tear, Ghast Tear
minecraft:gold_nugget, Gold Nugget
minecraft:nether_wart, Nether Wart
minecraft:potion:0, Water Bottle
minecraft:potion:8193, Potion of Regeneration
minecraft:potion:8225, Potion of Regeneration
minecraft:potion:8257, Potion of Regeneration
minecraft:potion:16385, Splash Potion of Regeneration
minecraft:potion:16417, Splash Potion of Regeneration
minecraft:potion:16449, Splash Potion of Regeneration
minecraft:potion:8194, Potion of Swiftness
minecraft:potion:8226, Potion of Swiftness
minecraft:potion:8258, Potion of Swiftness
minecraft:potion:16386, Splash Potion of Swiftness
minecraft:potion:16418, Splash Potion of Swiftness
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
BiblioCraft:BiblioShelf:0, Oak Shelf
BiblioCraft:BiblioShelf:1, Spruce Shelf
BiblioCraft:BiblioShelf:2, Birch Shelf
BiblioCraft:BiblioShelf:3, Jungle Shelf
BiblioCraft:BiblioShelf:4, Acacia Shelf
BiblioCraft:BiblioShelf:5, Dark Oak Shelf
BiblioCraft:BiblioShelf:6, Framed Shelf
BiblioCraft:BiblioRack:0, Oak Tool Rack
BiblioCraft:BiblioRack:1, Spruce Tool Rack
BiblioCraft:BiblioRack:2, Birch Tool Rack
BiblioCraft:BiblioRack:3, Jungle Tool Rack
BiblioCraft:BiblioRack:4, Acacia Tool Rack
BiblioCraft:BiblioRack:5, Dark Oak Tool Rack
BiblioCraft:BiblioRack:6, Framed Tool Rack
BiblioCraft:BiblioCase:0, Oak Case
BiblioCraft:BiblioCase:1, Spruce Case
BiblioCraft:BiblioCase:2, Birch Case
BiblioCraft:BiblioCase:3, Jungle Case
BiblioCraft:BiblioCase:4, Acacia Case
BiblioCraft:BiblioCase:5, Dark Oak Case
BiblioCraft:BiblioCase:6, Framed Case
BiblioCraft:BiblioLabel:0, Oak Wood Label
BiblioCraft:BiblioLabel:1, Spruce Wood Label
BiblioCraft:BiblioLabel:2, Birch Wood Label
BiblioCraft:BiblioLabel:3, Jungle Wood Label
BiblioCraft:BiblioLabel:4, Acacia Label
BiblioCraft:BiblioLabel:5, Dark Oak Label
BiblioCraft:BiblioLabel:6, Framed Label
BiblioCraft:BiblioDesk:0, Oak Desk
BiblioCraft:BiblioDesk:1, Spruce Desk
BiblioCraft:BiblioDesk:2, Birch Desk
BiblioCraft:BiblioDesk:3, Jungle Desk
BiblioCraft:BiblioDesk:4, Acacia Desk
BiblioCraft:BiblioDesk:5, Dark Oak Desk
BiblioCraft:BiblioDesk:6, Framed Desk
BiblioCraft:BiblioTable:0, Oak Table
BiblioCraft:BiblioTable:1, Spruce Table
BiblioCraft:BiblioTable:2, Birch Table
BiblioCraft:BiblioTable:3, Jungle Table
BiblioCraft:BiblioTable:4, Acacia Table
BiblioCraft:BiblioTable:5, Dark Oak Table
BiblioCraft:BiblioTable:6, Framed Table
BiblioCraft:Armor Stand, Armor Stand
BiblioCraft:Typesetting Machine, Typesetting Table
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
BiblioCraft:Printing Press, Printing Press
BiblioCraft:BiblioLantern:0, Fancy Lantern
BiblioCraft:BiblioLantern:1, Fancy Lantern
BiblioCraft:BiblioLantern:2, Fancy Lantern
BiblioCraft:BiblioLantern:3, Fancy Lantern
BiblioCraft:BiblioLantern:4, Fancy Lantern
BiblioCraft:BiblioLantern:5, Fancy Lantern
BiblioCraft:BiblioLantern:6, Fancy Lantern
BiblioCraft:BiblioLantern:7, Fancy Lantern
BiblioCraft:BiblioLantern:8, Fancy Lantern
BiblioCraft:BiblioLantern:9, Fancy Lantern
BiblioCraft:BiblioLantern:10, Fancy Lantern
BiblioCraft:BiblioLantern:11, Fancy Lantern
BiblioCraft:BiblioLantern:12, Fancy Lantern
BiblioCraft:BiblioLantern:13, Fancy Lantern
BiblioCraft:BiblioLantern:14, Fancy Lantern
BiblioCraft:BiblioLantern:15, Fancy Lantern
BiblioCraft:BiblioIronLantern:0, Fancy Lantern
BiblioCraft:BiblioIronLantern:1, Fancy Lantern
BiblioCraft:BiblioIronLantern:2, Fancy Lantern
BiblioCraft:BiblioIronLantern:3, Fancy Lantern
BiblioCraft:BiblioIronLantern:4, Fancy Lantern
BiblioCraft:BiblioIronLantern:5, Fancy Lantern
BiblioCraft:BiblioIronLantern:6, Fancy Lantern
BiblioCraft:BiblioIronLantern:7, Fancy Lantern
BiblioCraft:BiblioIronLantern:8, Fancy Lantern
BiblioCraft:BiblioIronLantern:9, Fancy Lantern
BiblioCraft:BiblioIronLantern:10, Fancy Lantern
BiblioCraft:BiblioIronLantern:11, Fancy Lantern
BiblioCraft:BiblioIronLantern:12, Fancy Lantern
BiblioCraft:BiblioIronLantern:13, Fancy Lantern
BiblioCraft:BiblioIronLantern:14, Fancy Lantern
BiblioCraft:BiblioIronLantern:15, Fancy Lantern
BiblioCraft:BiblioLamp:0, Fancy Lamp
BiblioCraft:BiblioLamp:1, Fancy Lamp
BiblioCraft:BiblioLamp:2, Fancy Lamp
BiblioCraft:BiblioLamp:3, Fancy Lamp
BiblioCraft:BiblioLamp:4, Fancy Lamp
BiblioCraft:BiblioLamp:5, Fancy Lamp
BiblioCraft:BiblioLamp:6, Fancy Lamp
BiblioCraft:BiblioLamp:7, Fancy Lamp
BiblioCraft:BiblioLamp:8, Fancy Lamp
BiblioCraft:BiblioLamp:9, Fancy Lamp
BiblioCraft:BiblioLamp:10, Fancy Lamp
BiblioCraft:BiblioLamp:11, Fancy Lamp
BiblioCraft:BiblioLamp:12, Fancy Lamp
BiblioCraft:BiblioLamp:13, Fancy Lamp
BiblioCraft:BiblioLamp:14, Fancy Lamp
BiblioCraft:BiblioLamp:15, Fancy Lamp
BiblioCraft:BiblioIronLamp:0, Fancy Lamp
BiblioCraft:BiblioIronLamp:1, Fancy Lamp
BiblioCraft:BiblioIronLamp:2, Fancy Lamp
BiblioCraft:BiblioIronLamp:3, Fancy Lamp
BiblioCraft:BiblioIronLamp:4, Fancy Lamp
BiblioCraft:BiblioIronLamp:5, Fancy Lamp
BiblioCraft:BiblioIronLamp:6, Fancy Lamp
BiblioCraft:BiblioIronLamp:7, Fancy Lamp
BiblioCraft:BiblioIronLamp:8, Fancy Lamp
BiblioCraft:BiblioIronLamp:9, Fancy Lamp
BiblioCraft:BiblioIronLamp:10, Fancy Lamp
BiblioCraft:BiblioIronLamp:11, Fancy Lamp
BiblioCraft:BiblioIronLamp:12, Fancy Lamp
BiblioCraft:BiblioIronLamp:13, Fancy Lamp
BiblioCraft:BiblioIronLamp:14, Fancy Lamp
BiblioCraft:BiblioIronLamp:15, Fancy Lamp
BiblioCraft:BiblioStuffs:0, Cookie Jar
BiblioCraft:BiblioStuffs:2, Dinner Plate
BiblioCraft:BiblioStuffs:3, Disc Rack
BiblioCraft:BiblioMapFrames:0, Oak Map Frame
BiblioCraft:BiblioMapFrames:1, Spruce Map Frame
BiblioCraft:BiblioMapFrames:2, Birch Map Frame
BiblioCraft:BiblioMapFrames:3, Jungle Map Frame
BiblioCraft:BiblioMapFrames:4, Acacia Map Frame
BiblioCraft:BiblioMapFrames:5, Dark Oak Map Frame
BiblioCraft:BiblioMapFrames:6, Framed Map Frame
BiblioCraft:BiblioSeats:0, Oak Seat
BiblioCraft:BiblioSeats:1, Spruce Seat
BiblioCraft:BiblioSeats:2, Birch Seat
BiblioCraft:BiblioSeats:3, Jungle Seat
BiblioCraft:BiblioSeats:4, Acacia Seat
BiblioCraft:BiblioSeats:5, Dark Oak Seat
BiblioCraft:BiblioSeats:6, Framed Seat
BuildCraft|Core:eternalSpring:0, Water Spring
BuildCraft|Core:eternalSpring:1, Oil Spring
BuildCraft|Core:buildToolBlock, tile.buildToolBlock.name
BuildCraft|Core:engineBlock:0, Redstone Engine
BuildCraft|Core:engineBlock:1, Stirling Engine
BuildCraft|Core:engineBlock:2, Combustion Engine
BuildCraft|Core:engineBlock:3, Creative Engine
BuildCraft|Core:markerBlock, Land Mark
BuildCraft|Core:pathMarkerBlock, Path Mark
BuildCraft|Transport:filteredBufferBlock, Filtered Buffer
BuildCraft|Transport:pipeBlock, tile.pipeBlock.name
BuildCraft|Silicon:laserBlock, Laser
BuildCraft|Silicon:laserTableBlock:0, Assembly Table
BuildCraft|Silicon:laserTableBlock:1, Advanced Crafting Table
BuildCraft|Silicon:laserTableBlock:2, Integration Table
BuildCraft|Silicon:laserTableBlock:3, Charging Table
BuildCraft|Silicon:laserTableBlock:4, Programming Table
BuildCraft|Silicon:laserTableBlock:5, Stamping Table
BuildCraft|Silicon:packagerBlock, Recipe Packager
BuildCraft|Energy:blockOil, Oil
BuildCraft|Energy:blockFuel, Fuel
BuildCraft|Energy:blockRedPlasma, tile.blockRedPlasma.name
BuildCraft|Factory:miningWellBlock, Mining Well
BuildCraft|Factory:plainPipeBlock, Mining Pipe
BuildCraft|Factory:autoWorkbenchBlock, Auto Workbench
BuildCraft|Factory:tankBlock, Tank
BuildCraft|Factory:pumpBlock, Pump
BuildCraft|Factory:floodGateBlock, Flood Gate
BuildCraft|Factory:refineryBlock, Refinery
BuildCraft|Factory:blockHopper, Chute
BuildCraft|Builders:machineBlock, Quarry
BuildCraft|Builders:fillerBlock, Filler
BuildCraft|Builders:frameBlock, Frame
BuildCraft|Builders:builderBlock, Builder
BuildCraft|Builders:architectBlock, Architect Table
BuildCraft|Builders:libraryBlock, Electronic Library
BuildCraft|Builders:constructionMarkerBlock, Construction Mark
BuildCraft|Robotics:zonePlan, Zone Planner
BuildCraft|Robotics:requester, Requester
IC2:blockOreCopper, ic2.blockOreCopper.name
IC2:blockOreTin, ic2.blockOreTin.name
IC2:blockOreUran, ic2.blockOreUran.name
IC2:blockOreLead, ic2.blockOreLead.name
IC2:blockRubWood, ic2.blockRubWood.name
IC2:blockRubLeaves, ic2.blockRubLeaves.name
IC2:blockRubSapling, ic2.blockRubSapling.name
IC2:blockHarz, ic2.blockHarz.name
IC2:blockRubber, ic2.blockRubber.name
IC2:blockFenceIron, ic2.blockFenceIron.name
IC2:blockAlloy, ic2.blockAlloy.name
IC2:blockBasalt, ic2.blockBasalt.name
IC2:blockAlloyGlass, ic2.blockAlloyGlass.name
IC2:blockDoorAlloy, tile.blockDoorAlloy.name
IC2:blockReinforcedFoam, ic2.blockReinforcedFoam.name
IC2:blockFoam, ic2.blockFoam.name
IC2:blockWall, ic2.blockWall.name
IC2:blockScaffold, ic2.blockScaffold.name
IC2:blockIronScaffold, ic2.blockIronScaffold.name
IC2:blockMetal:0, ic2.blockMetalCopper
IC2:blockMetal:1, ic2.blockMetalTin
IC2:blockMetal:2, ic2.blockMetalBronze
IC2:blockMetal:3, ic2.blockMetalUranium
IC2:blockMetal:4, ic2.blockMetalLead
IC2:blockMetal:5, ic2.blockMetalAdvIron
IC2:blockCable, ic2.blockCable.name
IC2:blockKineticGenerator:0, ic2.blockWindKineticGenerator
IC2:blockKineticGenerator:1, ic2.blockSteamKineticGenerator
IC2:blockKineticGenerator:2, ic2.blockElectricKineticGenerator
IC2:blockKineticGenerator:3, ic2.blockManualKineticGenerator
IC2:blockKineticGenerator:4, ic2.blockWaterKineticGenerator
IC2:blockKineticGenerator:5, ic2.blockStirlingKineticGenerator
IC2:blockHeatGenerator:0, ic2.blockSolidHeatGenerator
IC2:blockHeatGenerator:1, ic2.blockFluidHeatGenerator
IC2:blockHeatGenerator:2, ic2.blockRTHeatGenerator
IC2:blockHeatGenerator:3, ic2.blockElectricHeatGenerator
IC2:blockGenerator:0, ic2.blockGenerator
IC2:blockGenerator:1, ic2.blockGeoGenerator
IC2:blockGenerator:2, ic2.blockWaterGenerator
IC2:blockGenerator:3, ic2.blockSolarGenerator
IC2:blockGenerator:4, ic2.blockWindGenerator
IC2:blockGenerator:5, ic2.blockNuclearReactor
IC2:blockGenerator:6, ic2.blockRTGenerator
IC2:blockGenerator:7, ic2.blockSemifluidGenerator
IC2:blockGenerator:8, ic2.blockStirlingGenerator
IC2:blockGenerator:9, ic2.blockKineticGenerator
IC2:blockReactorChamber, ic2.blockReactorChamber.name
IC2:blockReactorFluidPort, ic2.blockReactorFluidPort.name
IC2:blockReactorAccessHatch, ic2.blockReactorAccessHatch.name
IC2:blockReactorRedstonePort, ic2.blockReactorRedstonePort.name
IC2:blockreactorvessel, ic2.blockreactorvessel.name
IC2:blockElectric:3, ic2.blockTransformerLV
IC2:blockElectric:4, ic2.blockTransformerMV
IC2:blockElectric:5, ic2.blockTransformerHV
IC2:blockElectric:6, ic2.blockTransformerEV
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockMachine:0, ic2.blockMachine
IC2:blockMachine:1, ic2.blockIronFurnace
IC2:blockMachine:2, ic2.blockElecFurnace
IC2:blockMachine:3, ic2.blockMacerator
IC2:blockMachine:4, ic2.blockExtractor
IC2:blockMachine:5, ic2.blockCompressor
IC2:blockMachine:6, ic2.blockCanner
IC2:blockMachine:7, ic2.blockMiner
IC2:blockMachine:8, ic2.blockPump
IC2:blockMachine:9, ic2.blockMagnetizer
IC2:blockMachine:10, ic2.blockElectrolyzer
IC2:blockMachine:11, ic2.blockRecycler
IC2:blockMachine:12, ic2.blockAdvMachine
IC2:blockMachine:13, ic2.blockInduction
IC2:blockMachine:14, ic2.blockMatter
IC2:blockMachine:15, ic2.blockTerra
IC2:blockMachine2:0, ic2.blockTeleporter
IC2:blockMachine2:1, ic2.blockTesla
IC2:blockMachine2:2, ic2.blockCropmatron
IC2:blockMachine2:3, ic2.blockCentrifuge
IC2:blockMachine2:4, ic2.blockMetalFormer
IC2:blockMachine2:5, ic2.blockOreWashingPlant
IC2:blockMachine2:6, ic2.blockPatternStorage
IC2:blockMachine2:7, ic2.blockScanner
IC2:blockMachine2:8, ic2.blockReplicator
IC2:blockMachine2:9, ic2.blockSolidCanner
IC2:blockMachine2:10, ic2.blockFluidBottler
IC2:blockMachine2:11, ic2.blockAdvMiner
IC2:blockMachine2:12, ic2.blockLiquidHeatExchanger
IC2:blockMachine2:13, ic2.blockFermenter
IC2:blockMachine2:14, ic2.blockFluidRegulator
IC2:blockMachine2:15, ic2.blockCondenser
IC2:blockMachine3:0, ic2.blockSteamGenerator
IC2:blockMachine3:1, ic2.blockBlastFurnace
IC2:blockMachine3:2, ic2.blockBlockCutter
IC2:blockMachine3:3, ic2.blockSolarDestiller
IC2:blockMachine3:4, ic2.blockFluidDistributor
IC2:blockMachine3:5, ic2.blockSortingMachine
IC2:blockMachine3:6, ic2.blockItemBuffer
IC2:blockMachine3:7, ic2.blockCropHavester
IC2:blockMachine3:8, ic2.blockLathe
IC2:blockLuminatorDark, ic2.blockLuminatorDark.name
IC2:blockLuminator, ic2.blockLuminator.name
IC2:blockMiningPipe, ic2.blockMiningPipe.name
IC2:blockMiningTip, ic2.blockMiningTip.name
IC2:blockPersonal:0, ic2.blockPersonalChest
IC2:blockPersonal:1, ic2.blockPersonalTrader
IC2:blockPersonal:2, ic2.blockPersonalTraderEnergy
